book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
9102,034544177X,9780345441780.0,Michael Patrick MacDonald,1999.0,All Souls: A Family Story from Southie,All Souls: A Family Story from Southie,eng,4.07,8344
9104,60795484,9780060795480.0,"William March, Elaine Showalter",1954.0,The Bad Seed ,The Bad Seed,eng,4.05,10765
9106,1409522016,9781409522010.0,L.A. Weatherly,2011.0,Angel Fire,"Angel Fire (Angel, #2)",eng,4.06,13765
9107,1414339364,9781414339370.0,Ira Wagler,2011.0,Growing up Amish,Growing Up Amish,eng,3.36,9085
9110,1596434872,9781596434880.0,Steve Sheinkin,2012.0,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,eng,4.12,11164
9111,375703403,9780375703410.0,Suketu Mehta,2004.0,Maximum City: Bombay Lost and Found,Maximum City: Bombay Lost and Found,eng,3.91,7894
9113,312352182,9780312352190.0,Carolly Erickson,1980.0,The Last Wife of Henry VIII,The Last Wife of Henry VIII,en-US,3.88,10172
9114,040405109X,9780404051100.0,Edgar Allan Poe,1849.0,The Complete Tales and Poems of Edgar Allan Poe,The Complete Tales and Poems,eng,4.48,3427
9115,044656432X,9780446564330.0,"Douglas Preston, Lincoln Child",2011.0,Gideon's Sword,"Gideon's Sword (Gideon Crew, #1)",en-US,3.58,11227
9116,451199928,9780451199930.0,Agatha Christie,1964.0,A Caribbean Mystery,"A Caribbean Mystery (Miss Marple, #10)",eng,3.77,14459
9119,345396685,9780345396690.0,Sharon Kay Penman,1994.0,When Christ and His Saints Slept,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",eng,4.27,10761
9121,034552666X,9780345526660.0,Peter F. Hamilton,2012.0,Great North Road,Great North Road,eng,4.06,8639
9126,1563895285,9781563895290.0,"Jeph Loeb, Tim Sale, Bjarne Hansen",2001.0,Superman for All Seasons,Superman for All Seasons,en-US,4.08,10331
9128,312546602,9780312546600.0,Sherrilyn Kenyon,2011.0,Retribution,"Retribution (Dark-Hunter, #19)",en-US,4.12,15771
9129,99436922,9780099436930.0,Irvine Welsh,2001.0,Glue,Glue,eng,3.84,9184
9130,1613125348,9781613125340.0,A.G. Howard,2014.0,Unhinged,"Unhinged (Splintered, #2)",eng,4.25,14445
9131,000735049X,9780007350490.0,Cecelia Ahern,2014.0,How to Fall in Love,How to Fall in Love,eng,4.02,9486
9132,552143545,9780552143550.0,Judith McNaught,1994.0,Until You,"Until You (Westmoreland, #3)",en-US,4.12,14256
9137,1577344677,9781577344670.0,Chris Heimerdinger,1989.0,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)","Tennis Shoes Among the Nephites (Tennis Shoes, #1)",eng,4.01,13112
9138,738703915,9780738703920.0,Laurie Faria Stolarz,2003.0,Blue Is for Nightmares,"Blue is for Nightmares (Blue is for Nightmares, #1)",en-US,3.81,15848
9139,517219026,9780517219030.0,Stephen King,1983.0,Three Complete Novels: Carrie/Salem's Lot/The Shining,Carrie / 'Salem's Lot / The Shining,eng,4.52,11063
9140,553806610,9780553806620.0,Kelley Armstrong,2008.0,Personal Demon,"Personal Demon (Women of the Otherworld, #8)",eng,4.06,16371
9141,575097361,9780575097360.0,Brandon Sanderson,2011.0,"The Way of Kings, Part 1","The Way of Kings, Part 1 (The Stormlight Archive #1.1)",eng,4.67,9792
9142,1439150001,9781439150010.0,Richard Paul Evans,2009.0,The Christmas List,The Christmas List,eng,4.17,10544
9143,60539097,9780060539090.0,"Jenna Jameson, Neil Strauss",2004.0,How to Make Love Like a Porn Star: A Cautionary Tale,How to Make Love Like a Porn Star: A Cautionary Tale,eng,3.75,9531
9146,7325940,9780007325950.0,Derek Landy,2010.0,Dark Days,"Dark Days (Skulduggery Pleasant, #4)",eng,4.45,12047
9147,451190548,9780451190540.0,Stephen King,1996.0,"The Green Mile, Part 3: Coffey's Hands","The Green Mile, Part 3: Coffey's Hands",eng,4.5,12232
9148,821780654,9780821780660.0,Jacquelyn Frank,2006.0,Jacob,"Jacob (Nightwalkers, #1)",eng,4.02,17448
9150,857520660,9780857520660.0,Rachel Joyce,2013.0,Perfect,Perfect,eng,3.54,8152
9151,590442872,9780590442880.0,Norman Bridwell,1966.0,Clifford's Halloween (Clifford),Clifford's Halloween,eng,4.14,11164
9152,375828192,9780375828200.0,"Philip Pullman, John Lawrence",2003.0,Lyra's Oxford,"Lyra's Oxford (His Dark Materials, #3.5)",en-US,3.52,12665
9153,373210329,9780373210330.0,Rachel Vincent,2011.0,"If I Die (Soul Screamers, #5)","If I Die (Soul Screamers, #5)",eng,4.32,14153
9154,316211176,9780316211180.0,"James Patterson, Mark T. Sullivan",2013.0,Private Berlin,Private Berlin (Private #5),eng,3.9,10043
9155,553576798,9780553576800.0,Lisa Gardner,1999.0,The Other Daughter,The Other Daughter,eng,3.99,11649
9156,803710402,9780803710400.0,"Mary Hoffman, Caroline Binch",1991.0,Amazing Grace,Amazing Grace,en-US,4.33,10959
9158,156007479,9780156007470.0,Emma Donoghue,2000.0,Slammerkin,Slammerkin,eng,3.69,11271
9159,380790076,9780380790070.0,Rachel Gibson,1998.0,Simply Irresistible,"Simply Irresistible (Chinooks Hockey Team, #1)",eng,3.86,16945
9160,425246957,9780425246960.0,Julie James,2012.0,About That Night,"About That Night (FBI/US Attorney, #3)",eng,4.07,18193
9161,1421500620,9781421500620.0,Bisco Hatori,2004.0,桜蘭高校ホスト部 3,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",eng,4.44,12788
9162,312346069,9780312346060.0,Nancy Tillman,2005.0,On the Night You Were Born,On the Night You Were Born,en-US,4.35,11125
9166,006173506X,9780061735070.0,Meg Cabot,2010.0,Insatiable,"Insatiable (Insatiable, #1)",eng,3.44,18463
9168,778324516,9780778324520.0,Debbie Macomber,2007.0,Back on Blossom Street,"Back on Blossom Street (Blossom Street, #4)",eng,4.14,11757
9169,1615731075,9781615731080.0,"François Lelord, Lorenza García",2002.0,Le Voyage d’Hector ou la recherche du bonheur,Hector and the Search for Happiness,eng,3.47,8084
9170,446699454,9780446699460.0,Joshilyn Jackson,2006.0,"Between, Georgia","Between, Georgia",en-US,3.87,11098
9171,312932782,9780312932790.0,Jennifer Crusie,2002.0,Faking It ,"Faking It (Dempseys, #2)",eng,3.9,15216
9172,99461099,9780099461100.0,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",1997.0,アンダーグラウンド [Andāguraundo],Underground: The Tokyo Gas Attack and the Japanese Psyche,eng,3.89,8405
9173,743428188,9780743428190.0,Indu Sundaresan,2002.0,The Twentieth Wife,"The Twentieth Wife (Taj Mahal Trilogy, #1)",en-US,4.03,9873
9175,345354915,9780345354910.0,Piers Anthony,1980.0,"Split Infinity (Apprentice Adept, #1)",Split Infinity  (Apprentice Adept #1),eng,3.94,13299
9176,310263468,9780310263460.0,Rob Bell,2007.0,Sex God: Exploring the Endless Connections Between Sexuality And Spirituality,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,en-US,3.82,8999
9177,7245823,9780007245830.0,Isabel Wolff,2009.0,A Vintage Affair,A Vintage Affair,en-GB,3.8,11104
9178,014013168X,9780140131680.0,Hanif Kureishi,1990.0,The Buddha of Suburbia,The Buddha of Suburbia,eng,3.72,8683
9179,62118692,9780062118690.0,Sarah Crossan,2012.0,Breathe,"Breathe (Breathe, #1)",en-US,3.69,13504
9180,425128164,9780425128170.0,"Brian Coffey, Dean Koontz",1980.0,The Voice of the Night ,The Voice of the Night,eng,3.91,12897
9182,374180652,9780374180650.0,Michael J. Sandel,2009.0,Justice: What's the Right Thing to Do?,Justice: What's the Right Thing to Do?,en-US,4.25,8060
9183,1455530093,9781455530090.0,Mitchell Zuckoff,2014.0,13 Hours: The Inside Account of What Really Happened In Benghazi,13 Hours: The Inside Account of What Really Happened In Benghazi,eng,4.26,8692
9184,758232004,9780758232010.0,Richelle Mead,2010.0,Succubus Shadows ,"Succubus Shadows (Georgina Kincaid, #5)",en-US,4.18,18822
9185,446550000,9780446550000.0,Leila Meacham,2010.0,Roses,Roses,en-US,4.02,10837
9187,1400066124,9781400066120.0,Maya Angelou,2008.0,Letter to My Daughter,Letter to My Daughter,eng,4.08,9933
9188,61187844,9780061187840.0,Lionel Shriver,2007.0,The Post-Birthday World ,The Post-Birthday World,eng,3.52,10415
9189,439700418,9780439700410.0,Mordicai Gerstein,2003.0,The Man Who Walked Between the Towers,The Man Who Walked Between the Towers,en-GB,4.14,12022
9191,151010404,9780151010400.0,"José Saramago, Margaret Jull Costa",2002.0,O Homem Duplicado,The Double,en-US,3.84,6430
9192,553819879,9780553819880.0,Richelle Mead,2008.0,Thorn Queen,"Thorn Queen (Dark Swan, #2)",en-GB,4.12,17026
9193,61128643,9780061128650.0,Jacqueline Sheehan,2007.0,Lost & Found,"Lost & Found (Rocky Pelligrino, #1)",eng,3.71,9474
9196,452298385,9780452298380.0,Sarah Jio,2012.0,Blackberry Winter,Blackberry Winter,eng,3.96,10907
9198,440208149,9780440208140.0,Madeleine L'Engle,1989.0,"An Acceptable Time (Time Quintet, #5)","An Acceptable Time (A Wrinkle in Time Quintet, #5)",eng,3.86,13596
9199,345476131,9780345476140.0,Steve Berry,2005.0,The Third Secret,The Third Secret,eng,3.84,10809
9201,505525534,9780505525540.0,Lynsay Sands,2004.0,Love Bites,Love Bites (Argeneau #2),eng,4.12,17118
9202,1476751447,9781476751440.0,Hillary Rodham Clinton,2013.0,Hard Choices,Hard Choices,eng,3.57,8724
9203,1563895641,9781563895650.0,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",1999.0,"Batman: No Man's Land, Vol. 1","Batman: No Man's Land, Vol. 1",eng,4.11,9269
9205,1846687756,9781846687750.0,Esi Edugyan,2011.0,Half Blood Blues,Half Blood Blues,eng,3.63,8911
9206,60564784,9780060564780.0,Katrina Kittle,2006.0,The Kindness of Strangers,The Kindness of Strangers,en-US,4.0,10627
9208,1596435739,9781596435740.0,Scott McCloud,2015.0,The Sculptor,The Sculptor,eng,4.0,10038
9209,803740166,9780803740170.0,Victoria Jamieson,2015.0,Roller Girl,Roller Girl,eng,4.27,18014
9210,394800516,9780394800520.0,P.D. Eastman,1968.0,The Best Nest,The Best Nest,en-US,4.19,11906
9211,143917752X,9781439177520.0,J.L. Bourne,2010.0,Day By Day Armageddon: Beyond Exile ,"Beyond Exile (Day by Day Armageddon,# 2)",eng,4.08,8923
9212,671522817,9780671522810.0,Randall Wallace,1995.0,Braveheart,Braveheart,eng,4.19,10729
9213,1401210007,9781401210010.0,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",2006.0,"Fables, Volume 7: Arabian Nights (and Days)","Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",eng,4.1,13772
9215,679776591,9780679776600.0,Anne Michaels,1996.0,Fugitive Pieces,Fugitive Pieces,eng,3.95,10642
9217,679457143,9780679457140.0,Richard   Preston,1997.0,The Cobra Event,The Cobra Event,en-US,4.0,10505
9218,62071165,9780062071160.0,Brodi Ashton,2013.0,Everbound,"Everbound (Everneath, #2)",en-US,4.06,15865
9219,785229183,9780785229190.0,Richard Stearns,2009.0,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,en-US,4.18,9512
9222,143034669,9780143034670.0,Steve Coll,2004.0,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001","Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",eng,4.28,9066
9223,8489163413,9788489163420.0,Anonymous,1554.0,La vida del Lazarillo de Tormes y sus fortunas y adversidades ,La vida del Lazarillo de Tormes,spa,3.49,7748
9225,345299116,9780345299120.0,John Wyndham,1957.0,The Midwich Cuckoos,The Midwich Cuckoos,eng,3.93,10841
9227,1416563067,9781416563070.0,Sandra Brown,2008.0,Smoke Screen,Smoke Screen,en-US,3.98,11245
9229,375870644,9780375870640.0,"Jennifer L. Holm, Tad Carpenter",2014.0,The Fourteenth Goldfish,The Fourteenth Goldfish,eng,3.87,9532
9232,140156046,9780140156040.0,Don DeLillo,1988.0,Libra ,Libra,eng,3.98,10195
9233,743457919,9780743457910.0,John le Carré,1977.0,The Honourable Schoolboy,The Honourable Schoolboy,eng,3.94,9346
9234,006147312X,9780061473130.0,Robin Hobb,2007.0,Renegade's Magic,"Renegade's Magic (Soldier Son, #3)",eng,3.46,10164
9236,446674575,9780446674580.0,James Redfield,1996.0,The Tenth Insight ,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",en-CA,3.61,8795
9237,755331427,9780755331420.0,Jed Rubenfeld,2006.0,The Interpretation of Murder,"The Interpretation of Murder (Freud, #1)",eng,3.51,9781
9238,1401202527,9781401202520.0,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",2003.0,Superman: Birthright 1-12,Superman: Birthright,en-GB,4.12,9253
9239,618065687,9780618065680.0,"Margret Rey, H.A. Rey, Martha Weston",2003.0,Curious George Visits the Library,Curious George Visits the Library,en-US,4.25,10561
9240,1400097037,9781400097040.0,Julian Barnes,2005.0,Arthur & George,Arthur & George,eng,3.7,10131
9242,1479359084,9781479359080.0,Karina Halle,2013.0,Sins & Needles,"Sins & Needles (The Artists Trilogy, #1)",eng,3.98,18391
9243,300108834,9780300108840.0,"E.H. Gombrich, Caroline Mustill, Clifford Harper",1936.0,Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart,A Little History of the World,eng,4.1,8297
9245,1591826063,9781591826060.0,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2000.0,フルーツバスケット 4,"Fruits Basket, Vol. 4",en-US,4.39,15336
9247,385264666,9780385264660.0,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",1956.0,بين القصرين,Palace Walk (The Cairo Trilogy #1),eng,4.14,6423
9251,743482867,9780743482870.0,Jackie Collins,1985.0,Lucky,"Lucky (Lucky Santangelo, #2)",en-US,4.08,9994
9253,449208397,9780449208400.0,Erma Bombeck,1971.0,If Life Is a Bowl of Cherries—What Am I Doing in the Pits?,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,en-US,4.07,10861
9254,60935782,9780060935790.0,Bernard Cornwell,2002.0,Vagabond,"Vagabond (The Grail Quest, #2)",en-US,4.09,9680
9256,1481268503,9781481268510.0,Cheryl McIntyre,2012.0,Sometimes Never,"Sometimes Never (Sometimes Never, #1)",eng,3.94,15306
9258,1402271514,9781402271520.0,Olivia Cunning,2012.0,Double Time,"Double Time (Sinners on Tour, #5)",en-US,4.14,20484
9260,1451673442,9781451673450.0,Rhonda Byrne,2012.0,The Magic (The Secret #3),"The Magic (The Secret, #3)",eng,4.14,8066
9262,830819711,9780830819710.0,"Bill Hybels, Lavonne Neff",1988.0,Too Busy Not to Pray: Slowing Down to Be With God,Too Busy Not to Pray: Slowing Down to Be With God,en-US,4.14,8422
9263,054705484X,9780547054840.0,Philip Roth,2008.0,Indignation,Indignation,eng,3.69,8585
9264,1400068096,9781400068100.0,Teju Cole,2011.0,Open City,Open City,eng,3.5,9132
9265,752853716,9780752853710.0,Dave Pelzer,1995.0,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""","My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",en-US,4.18,8201
9267,316010367,9780316010370.0,Anita Shreve,2003.0,All He Ever Wanted,All He Ever Wanted,eng,3.18,11514
9268,61094145,9780061094150.0,Clive Barker,1991.0,Imajica,The Fifth Dominion (Imajica Part #1/2),eng,4.24,9421
9270,441005837,9780441005830.0,Robin McKinley,1997.0,Rose Daughter,Rose Daughter,eng,3.77,15696
9271,800733428,9780800733420.0,Janice  Thompson,2009.0,"Fools Rush In (Weddings by Bella, #1)","Fools Rush In (Weddings by Bella, #1)",en-US,3.59,8692
9274,7331908,9780007331900.0,Bernard Cornwell,2013.0,The Pagan Lord,"The Pagan Lord (The Saxon Stories, #7)",en-US,4.34,8218
9276,1627795944,9781627795940.0,Ian McGuire,2016.0,The North Water,The North Water,eng,4.01,8732
9277,765301075,9780765301080.0,Greg Bear,1987.0,The Forge of God,"The Forge of God (Forge of God, #1)",eng,3.86,10085
9279,1476717095,9781476717100.0,Brad Thor,2013.0,Hidden Order,"Hidden Order (Scot Harvath, #12)",eng,4.1,7857
9280,345434870,9780345434880.0,Alison Weir,1999.0, ,Eleanor of Aquitaine: A Life ,en-US,3.97,11325
9282,345548515,9780345548510.0,Kevin Hearne,2016.0,Staked,"Staked (The Iron Druid Chronicles, #8)",eng,4.23,9082
9284,425227707,9780425227700.0,Maya Banks,2009.0,"Sweet Persuasion (Sweet Series, #2)","Sweet Persuasion (Sweet, #2)",eng,4.09,16437
9285,312594445,9780312594440.0,"P.C. Cast, Kristin Cast",2014.0,Redeemed,"Redeemed (House of Night, #12)",eng,3.95,11604
9286,297869876,9780297869870.0,Henry Marsh,2014.0,"Do No Harm: Stories of Life, Death and Brain Surgery","Do No Harm: Stories of Life, Death and Brain Surgery",eng,4.22,7978
9287,349117624,9780349117620.0,Max Barry,2002.0,Jennifer Government,Jennifer Government,eng,3.65,9722
9289,843950501,9780843950500.0,Christine Feehan,2004.0,"Dark Destiny (Carpathians, #13)","Dark Destiny (Dark, #13)",eng,4.29,14613
9290,1563899299,9781563899290.0,"Frank Miller, Lynn Varley",2001.0,Batman: The Dark Knight Strikes Again,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)",eng,3.21,11065
9291,345410092,9780345410090.0,Katharine Hepburn,1991.0,Me: Stories of My Life,Me: Stories of My Life,eng,3.87,9312
9292,1585425524,9781585425520.0,Neil A. Fiore,1988.0,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,eng,3.88,9396
9293,1501106406,9781501106410.0,Anna Todd,2015.0,After Ever Happy,"After Ever Happy (After, #4)",en-US,4.08,12671
9294,1414336241,9781414336240.0,Joel C. Rosenberg,2014.0,The Auschwitz Escape,The Auschwitz Escape,eng,4.32,7844
9295,380713810,9780380713810.0,Bill Bryson,1994.0,Made in America: An Informal History of the English Language in the United States,Made in America: An Informal History of the English Language in the United States,en-US,3.89,9638
9296,465016901,9780465016910.0,"Alice  Miller, Ruth Ward",1979.0,Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung,The Drama of the Gifted Child: The Search for the True Self,en-GB,4.09,9563
9298,345354907,9780345354910.0,H.P. Lovecraft,1941.0,The Case of Charles Dexter Ward,The Case of Charles Dexter Ward,eng,4.2,10153
9299,375424865,9780375424860.0,Austin Grossman,2007.0,Soon I Will Be Invincible,Soon I Will Be Invincible,eng,3.68,9878
9300,316182745,9780316182740.0,Janet Fitch,2006.0,Paint It Black,Paint it Black,eng,3.47,9092
9301,031024756X,9780310247560.0,Karen Kingsbury,2006.0,Ever After,"Ever After (Lost Love, #2)",en-US,4.31,9685
9303,374521506,9780374521510.0,"Roland Barthes, Annette Lavers",1957.0,Mythologies,Mythologies,eng,4.11,9325
9308,20425651,9780020425660.0,Susan Cooper,1984.0,"The Dark Is Rising Sequence (The Dark Is Rising, #1-5)",The Dark Is Rising Sequence  (The Dark Is Rising #1-5),eng,4.29,11988
9310,1595540067,9781595540060.0,Ted Dekker,2006.0,Saint,"Saint (Paradise, #2)",en-US,4.04,10594
9311,521626951,9780521626960.0,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",1785.0,Grundlegung zur Metaphysik der Sitten,Groundwork of the Metaphysics of Morals,eng,3.78,9104
9312,1455525928,9781455525930.0,"Douglas Preston, Lincoln Child",2015.0,Crimson Shore,"Crimson Shore (Pendergast, #15)",eng,4.0,7174
9313,375703713,9780375703710.0,Theodore Sturgeon,1953.0,More Than Human,More Than Human,eng,3.98,10733
9314,1780890125,9781780890130.0,"James Patterson, Michael Ledwidge",2014.0,Burn,"Burn (Michael Bennett, #7)",eng,3.88,6866
9316,1414310609,9781414310600.0,Dee Henderson,2002.0,The Healer,The Healer (O'Malley #5),eng,4.4,11245
9318,1414310579,9781414310570.0,Dee Henderson,2001.0,The Guardian,The Guardian (O'Malley #2),eng,4.4,11474
9319,1421536706,9781421536700.0,Bisco Hatori,2009.0,桜蘭高校ホスト部 15,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",eng,4.54,10743
9320,1841956724,9781841956720.0,"Erlend Loe, Tor Ketil Solberg",1996.0,Naiv.Super.,Naïve. Super,eng,3.89,8642
9321,4592184718,9784592184710.0,"Meca Tanaka, 田中メカ",2007.0,キスよりも早く1,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),jpn,4.23,11232
9322,785229213,9780785229220.0,Andy Andrews,2009.0,"The Noticer: Sometimes, all a person needs is a little perspective.","The Noticer: Sometimes, All a Person Needs Is a Little Perspective",eng,4.17,8335
9323,140014454,9780140014460.0,Iris Murdoch,1954.0,Under The Net,Under the Net,eng,3.76,9506
9325,1250000246,9781250000250.0,"P.C. Cast, Kristin Cast",2012.0,Lenobia's Vow,"Lenobia's Vow (House of Night Novellas, #2)",en-US,4.16,12649
9327,545010098,9780545010090.0,Eoin Colfer,2003.0,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)","Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)",en-US,4.29,10692
9329,857382209,9780857382210.0,Peter  May,2011.0,The Lewis Man,"The Lewis Man (The Lewis Trilogy, #2)",eng,4.2,7870
9330,345484118,9780345484120.0,Terry Brooks,2007.0,The Elves of Cintra ,"The Elves of Cintra (Genesis of Shannara, #2)",eng,4.09,10663
9331,60815701,9780060815710.0,Trudi Canavan,2005.0,Priestess of the White,"Priestess of the White (Age of the Five, #1)",eng,3.84,10552
9333,553282093,9780553282090.0,Robert Ludlum,1976.0,The Gemini Contenders,The Gemini Contenders,eng,3.87,10428
9334,440240964,9780440240970.0,Conn Iggulden,2005.0,"The Field of Swords (Emperor, #3)","The Field of Swords (Emperor, #3)",en-US,4.26,9293
9335,312537409,9780312537400.0,Blake Crouch,2009.0,Abandon,Abandon,en-US,3.74,4713
9336,671010123,9780671010130.0,Linda Fairstein,1996.0,Final Jeopardy,"Final Jeopardy (Alexandra Cooper, #1)",en-US,3.9,11250
9338,141697895X,9781416978950.0,Jessica Verday,2010.0,The Haunted,"The Haunted (The Hollow, #2)",en-CA,4.15,12890
9340,553535641,9780553535650.0,Julie Buxbaum,2016.0,Tell Me Three Things,Tell Me Three Things,eng,4.1,15565
9341,316011851,9780316011850.0,Cecily von Ziegesar,2005.0,"The It Girl (It Girl, Book 1)","The It Girl (It Girl, #1)",eng,3.66,11929
9342,505525526,9780505525530.0,Lynsay Sands,2003.0,Single White Vampire,Single White Vampire (Argeneau #3),eng,4.16,16618
9346,61351520,9780061351520.0,Susan Elizabeth Phillips,2010.0,Call Me Irresistible,"Call Me Irresistible (Wynette, Texas #5)",eng,4.07,15449
9347,1401900127,9781401900120.0,Robin S. Sharma,1999.0,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,eng,3.93,7174
9348,61143316,9780061143310.0,Jennifer McMahon,2007.0,Promise Not to Tell,Promise Not to Tell,eng,3.62,11775
9350,785273220,9780785273230.0,Andy Andrews,2002.0,The Traveler's Gift: Seven Decisions that Determine Personal Success,The Traveler's Gift: Seven Decisions that Determine Personal Success,eng,4.1,8055
9354,1419700278,9781419700280.0,Tom Angleberger,2011.0,Darth Paper Strikes Back,"Darth Paper Strikes Back (Origami Yoda, #2)",eng,4.12,10798
9355,373210337,9780373210340.0,Kady Cross,2011.0,The Girl in the Steel Corset,"The Girl in the Steel Corset (Steampunk Chronicles, #1)",eng,3.81,17825
9356,3552060413,9783552060420.0,Daniel Glattauer,2006.0,Gut gegen Nordwind,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",ger,3.88,6874
9357,439783607,9780439783610.0,"James Lincoln Collier, Christopher Collier",1974.0,My Brother Sam Is Dead,My Brother Sam Is Dead,eng,3.39,12817
9358,671019759,9780671019750.0,Linda Howard,1994.0,Dream Man,Dream Man,eng,4.04,14604
9359,1400078970,9781400078970.0,Tom Holland,2003.0,Rubicon: The Last Years of the Roman Republic,Rubicon: The Last Years of the Roman Republic,eng,4.17,9224
9360,140258612,9780140258620.0,Stephen King,1996.0,"The Green Mile, Part 6: Coffey on the Mile","The Green Mile, Part 6: Coffey on the Mile",eng,4.55,11936
9362,1416589422,9781416589430.0,Molly Harper,2009.0,"Nice Girls Don't Have Fangs (Jane Jameson, #1)","Nice Girls Don't Have Fangs (Jane Jameson, #1)",en-US,3.92,18122
9363,425176657,9780425176660.0,"Anne Rice, Anne Rampling",1986.0,Belinda,Belinda,en-US,3.6,10018
9364,62021273,9780062021270.0,Eloisa James,2011.0,When Beauty Tamed the Beast,"When Beauty Tamed the Beast (Fairy Tales, #2)",eng,4.06,16245
9366,671702505,9780671702500.0,Julie Garwood,1991.0,The Gift,"The Gift (Crown's Spies, #3)",eng,4.17,13977
9367,1419702173,9781419702170.0,Derf Backderf,2012.0,My Friend Dahmer,My Friend Dahmer,eng,3.88,11563
9368,067173783X,9780671737830.0,Julie Garwood,1988.0,The Lion's Lady,"The Lion's Lady (Crown's Spies, #1)",eng,4.16,15614
9372,375829709,9780375829700.0,"Dick King-Smith, Maggie Kneen",1983.0,The Sheep-Pig,Babe: The Gallant Pig,eng,4.05,11229
9374,345520483,9780345520490.0,Jack McCallum,2012.0,Dream Team,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",eng,4.16,8000
9375,007148499X,9780071484990.0,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",2007.0,Influencer: The Power to Change Anything,Influencer: The Power to Change Anything,en-GB,3.98,8036
9376,380016648,9780380016650.0,Roger Zelazny,1976.0,The Hand of Oberon - The Courts of Chaos ,The Hand of Oberon (The Chronicles of Amber #4),eng,4.19,12627
9377,425238199,9780425238200.0,Maya Banks,2010.0,No Place to Run,"No Place to Run (KGI, #2)",eng,4.29,16649
9378,439706378,9780439706380.0,"Jeff Smith, Steve Hamaker",1997.0,"The Dragonslayer (Bone, #4)","The Dragonslayer (Bone, #4)",eng,4.33,11044
9380,62049879,9780062049870.0,Tessa Dare,2012.0,A Week to Be Wicked,"A Week to Be Wicked (Spindle Cove, #2)",eng,4.12,14615
9382,451461525,9780451461520.0,Karen Chance,2007.0,Claimed By Shadow,"Claimed By Shadow (Cassandra Palmer, #2)",en-US,3.98,18318
9383,937295809,9780937295810.0,"Susan S. Adler, Renée Graef, Nancy Niles",1986.0,"Meet Samantha: An American Girl (American Girls: Samantha, #1)","Meet Samantha: An American Girl (American Girls: Samantha, #1)",eng,3.95,15460
9384,571215289,9780571215290.0,Sebastian Barry,2008.0,The Secret Scripture,The Secret Scripture,eng,3.75,9565
9385,1401226922,9781401226920.0,"Greg Rucka, J.H. Williams III, Rachel Maddow",2010.0,Batwoman: Elegy,Batwoman: Elegy,eng,4.16,11001
9386,385721811,9780385721810.0,Julie Otsuka,2002.0,When the Emperor Was Divine,When the Emperor Was Divine,eng,3.7,11529
9387,62279874,9780062279870.0,Sophie Jordan,2013.0,Foreplay,"Foreplay (The Ivy Chronicles, #1)",eng,3.94,14461
